po_id,material_id,vendor_id,order_date,delivery_date,quantity
PO102506,M0013,V009,19-08-2025,25-09-2025,408
PO102507,M0077,V035,11-03-2025,20-04-2025,467
PO102508,M0147,V041,14-08-2025,20-08-2025,292
PO102509,M0103,V047,26-09-2025,25-10-2025,434
PO102510,M0058,V032,08-01-2025,09-03-2025,244
PO102511,M0160,V006,15-09-2025,20-10-2025,123
PO102512,M0191,BAD,13-03-2025,20-03-2025,299
PO102513,M0024,V045,27-03-2025,11-05-2025,283
PO102514,M0184,V022,29-04-2025,28-05-2025,32
PO102515,M0149,V015,10-11-2025,08-12-2025,334
PO102516,M0025,V037,03-01-2025,24-01-2025,377
PO102517,M0152,V050,19-03-2025,10-05-2025,146
PO102518,M0087,V039,20-05-2025,26-05-2025,156
PO102519,M0070,V005,03-06-2025,30-06-2025,413
PO102520,M0018,V042,22-05-2025,16-07-2025,16
PO102521,M0146,V022,18-01-2025,27-01-2025,355
PO102522,M0136,V025,12-02-2025,11-03-2025,47
PO102523,M0122,V046,23-02-2025,15-03-2025,251
PO102524,M0110,V048,15-07-2025,04-09-2025,187
PO102525,M0054,V048,09-02-2025,28-03-2025,31
PO102526,M0089,V047,29-01-2025,15-03-2025,260
PO102527,M0020,V025,14-01-2026,25-01-2026,421
PO102528,M0167,V042,02-01-2025,25-02-2025,17
PO102529,M0078,V042,06-01-2027,17-02-2027,39
PO102530,M0130,BAD,16-05-2025,07-07-2025,304
PO102531,M0077,V036,31-07-2025,22-09-2025,430
PO102532,M0111,V028,11-02-2025,09-03-2025,474
PO102533,M0170,NULL,02-01-2025,15-01-2025,432
PO102534,M0139,V015,10-06-2025,17-06-2025,39
PO102535,M0081,V015,04-08-2025,,489
PO102536,M0052,V017,11-06-2025,20-07-2025,132
PO102537,M0107,V008,19-01-2025,14-02-2025,30
PO102538,M0103,V019,18-06-2025,14-08-2025,158
PO102539,M0065,V006,25-06-2025,10-08-2025,278
PO102540,M0160,V008,09-05-2025,25-05-2025,203
PO102541,M0132,V006,24-06-2025,21-08-2025,66
PO102542,M0117,V022,13-08-2025,06-10-2025,108
PO102543,M0172,V048,25-04-2025,12-06-2025,268
PO102544,M0196,V038,12-01-2025,15-02-2025,222
PO102545,M0141,V013,22-03-2025,10-05-2025,292
PO102546,M0047,V048,10-01-2025,14-02-2025,18
PO102547,M0005,V008,04-03-2025,18-04-2025,90
PO102548,M0161,V037,04-03-2025,20-03-2025,181
PO102549,M0181,V024,09-01-2025,06-03-2025,255
PO102550,M0133,V009,21-02-2025,06-03-2025,455
PO102551,M0048,V021,15-01-2025,24-01-2025,253
PO102552,M0148,V025,18-07-2025,06-09-2025,257
PO102553,M0128,V037,21-12-2025,13-02-2026,383
PO102554,M0055,V048,10-01-2025,13-02-2025,442
PO102555,M0170,V001,08-01-2026,15-01-2026,346
PO102556,M0191,V020,30-03-2025,22-04-2025,87
PO102557,M0120,V004,12-02-2025,01-03-2025,90
PO102558,M0069,V038,10-01-2025,17-01-2025,237
PO102559,M0164,V035,25-03-2025,19-05-2025,390
PO102560,M0137,V013,09-07-2025,26-07-2025,70
PO102561,M0158,V025,28-05-2025,04-06-2025,44
PO102562,M0197,V028,07-01-2025,01-02-2025,200
PO102563,M0112,V021,10-01-2025,03-02-2025,152
PO102564,M0145,V050,03-03-2025,09-04-2025,86
PO102565,M0187,V024,11-02-2025,13-03-2025,19
PO102566,M0161,NULL,01-02-2025,30-03-2025,101
PO102567,M0016,V044,09-02-2025,20-03-2025,402
PO102568,M0134,BAD,15-07-2025,19-08-2025,95
PO102569,M0052,V009,14-11-2025,05-12-2025,254
PO102570,M0094,V034,04-03-2025,11-03-2025,357
PO102571,M0119,V043,11-10-2025,03-12-2025,30
PO102572,M0038,V039,16-02-2025,03-04-2025,249
PO102573,M0062,V038,19-03-2025,05-04-2025,426
PO102574,M0039,V015,31-01-2025,23-02-2025,33
PO102575,M0192,V007,03-05-2025,30-05-2025,458
PO102576,M0176,V026,09-04-2026,08-06-2026,229
PO102577,M0196,V001,22-04-2025,15-06-2025,12
PO102578,M0077,V035,23-02-2025,03-03-2025,118
PO102579,M0112,V030,06-05-2025,05-07-2025,350
PO102580,M0106,V021,16-01-2025,03-03-2025,155
PO102581,M0082,V010,21-09-2025,17-10-2025,423
PO102582,M0017,,25-03-2025,16-04-2025,393
PO102583,M0163,V019,13-03-2025,25-03-2025,246
PO102584,M0053,V015,16-04-2025,11-06-2025,405
PO102585,M0106,V032,28-04-2025,26-05-2025,332
PO102586,M0069,V044,09-01-2025,10-02-2025,247
PO102587,M0074,V030,18-05-2025,17-06-2025,29
PO102588,M0166,V010,03-02-2025,27-03-2025,161
PO102589,M0042,V039,31-05-2025,03-07-2025,235
PO102590,M0066,V019,27-07-2025,25-08-2025,190
PO102591,M0176,V010,15-07-2025,10-08-2025,117
PO102592,M0154,V048,07-04-2025,23-04-2025,271
PO102593,M0061,V043,30-03-2025,05-05-2025,258
PO102594,M0104,NULL,19-01-2025,09-03-2025,180
PO102595,M0062,,29-06-2025,04-08-2025,487
PO102596,M0030,V045,07-02-2025,07-03-2025,373
PO102597,M0039,V003,24-03-2025,19-05-2025,172
PO102598,M0050,V039,10-02-2025,20-03-2025,438
PO102599,M0008,V021,18-01-2025,09-02-2025,274
PO102600,M0063,V020,30-04-2025,25-06-2025,259
PO102601,M0080,V033,07-01-2025,17-01-2025,135
PO102602,M0119,V045,15-06-2025,05-08-2025,171
PO102603,M0125,V008,15-02-2025,19-03-2025,210
PO102604,M0144,V018,01-01-2025,11-01-2025,236
PO102605,M0112,V046,27-03-2025,28-04-2025,422
PO102606,M0109,V037,06-01-2025,18-02-2025,421
PO102607,M0166,V031,08-02-2025,06-04-2025,186
PO102608,M0010,V041,28-05-2025,13-06-2025,417
PO102609,M0052,V014,08-01-2025,16-02-2025,364
PO102610,M0041,V032,08-08-2025,31-08-2025,443
PO102611,M0070,V019,01-01-2025,26-01-2025,95
PO102612,M0035,V046,04-02-2025,15-02-2025,378
PO102613,M0008,V025,12-06-2025,22-06-2025,11
PO102614,M0067,V004,15-02-2025,12-03-2025,68
PO102615,M0072,NULL,13-01-2025,01-03-2025,379
PO102616,M0169,V022,23-02-2025,18-03-2025,210
PO102617,M0141,V010,07-02-2025,03-03-2025,196
PO102618,M0046,,10-08-2025,12-09-2025,369
PO102619,M0165,V046,15-02-2025,30-03-2025,98
PO102620,M0011,V014,06-07-2025,25-08-2025,93
PO102621,M0185,V047,24-09-2025,26-10-2025,472
PO102622,M0125,NULL,10-03-2025,25-03-2025,22
PO102623,M0006,V015,16-10-2025,04-12-2025,450
PO102624,M0015,V045,26-02-2025,31-03-2025,172
PO102625,M0022,V048,04-02-2026,03-03-2026,383
PO102626,M0081,V004,12-01-2025,14-02-2025,134
PO102627,M0155,V050,20-05-2025,27-05-2025,426
PO102628,M0077,V012,23-03-2025,13-05-2025,25
PO102629,M0017,V032,28-02-2025,29-04-2025,185
PO102630,M0105,V047,01-05-2025,28-05-2025,85
PO102631,M0094,V026,27-05-2025,10-07-2025,55
PO102632,M0172,V020,01-01-2025,02-02-2025,251
PO102633,M0169,,22-01-2025,13-02-2025,144
PO102634,M0024,V043,30-05-2025,14-07-2025,351
PO102635,M0102,V011,12-05-2025,06-07-2025,398
PO102636,M0186,V002,10-02-2026,18-02-2026,167
PO102637,M0036,V036,21-06-2025,30-06-2025,412
PO102638,M0061,V026,28-12-2025,13-02-2026,224
PO102639,M0029,V022,26-05-2025,10-07-2025,220
PO102640,M0147,V028,12-02-2025,14-03-2025,179
PO102641,M0189,V044,14-01-2025,11-02-2025,119
PO102642,M0129,V031,02-07-2025,08-08-2025,433
PO102643,M0031,V023,04-05-2025,29-06-2025,265
PO102644,M0134,V049,06-01-2025,27-02-2025,442
PO102645,M0171,V026,23-02-2025,12-04-2025,429
PO102646,M0149,V026,13-01-2026,28-01-2026,150
PO102647,M0199,V005,25-03-2025,,416
PO102648,M0135,V034,10-03-2025,24-03-2025,453
PO102649,M0065,V047,15-03-2025,13-05-2025,215
PO102650,M0128,V019,29-01-2025,13-03-2025,197
PO102651,M0024,V019,25-02-2025,14-04-2025,42
PO102652,M0061,V045,25-02-2025,21-04-2025,53
PO102653,M0154,V013,07-01-2025,09-02-2025,480
PO102654,M0032,V045,25-06-2025,02-07-2025,443
PO102655,M0198,V036,06-03-2025,19-03-2025,330
PO102656,M0081,V026,27-07-2025,05-08-2025,251
PO102657,M0085,V007,16-08-2025,05-09-2025,295
PO102658,M0150,V009,29-01-2025,24-03-2025,378
PO102659,M0189,V021,09-05-2025,24-06-2025,271
PO102660,M0100,V049,18-03-2025,15-04-2025,455
PO102661,M0192,BAD,12-09-2025,10-10-2025,413
PO102662,M0191,V038,30-01-2025,28-02-2025,123
PO102663,M0061,NULL,16-05-2025,26-06-2025,367
PO102664,M0109,V004,23-04-2025,30-04-2025,387
PO102665,M0056,V046,11-02-2025,26-03-2025,339
PO102666,M0037,V020,18-01-2025,01-02-2025,266
PO102667,M0028,V030,07-05-2025,24-06-2025,348
PO102668,M0045,V042,11-06-2025,14-07-2025,29
PO102669,M0055,V011,15-02-2025,15-03-2025,463
PO102670,M0071,V037,05-05-2025,02-06-2025,35
PO102671,M0113,V009,02-03-2025,04-04-2025,6
PO102672,M0105,V029,30-05-2025,22-07-2025,396
PO102673,M0066,V045,27-01-2025,05-02-2025,111
PO102674,M0151,V031,23-09-2025,03-11-2025,294
PO102675,M0015,V019,10-02-2025,23-02-2025,77
PO102676,M0126,V010,25-02-2025,04-04-2025,349
PO102677,M0137,V014,08-01-2025,05-02-2025,147
PO102678,M0096,V014,15-01-2025,14-02-2025,67
PO102679,M0180,NULL,29-03-2025,23-04-2025,392
PO102680,M0029,V048,07-02-2025,25-03-2025,8
PO102681,M0082,V013,05-08-2025,27-08-2025,122
PO102682,M0140,V048,02-01-2025,22-01-2025,340
PO102683,M0109,V042,27-02-2025,11-03-2025,175
PO102684,M0122,V001,19-02-2025,25-02-2025,388
PO102685,M0175,V024,03-01-2025,24-02-2025,179
PO102686,M0064,V047,16-01-2025,01-02-2025,85
PO102687,M0072,V037,06-03-2025,11-04-2025,451
PO102688,M0038,V007,23-03-2025,30-04-2025,45
PO102689,M0093,V044,04-03-2025,02-04-2025,136
PO102690,M0122,BAD,01-04-2025,11-05-2025,343
PO102691,M0184,V010,19-04-2025,,16
PO102692,M0095,V025,02-01-2025,23-01-2025,333
PO102693,M0079,V028,16-03-2025,09-05-2025,195
PO102694,M0006,V044,02-02-2026,23-02-2026,496
PO102695,M0166,V011,29-03-2025,18-05-2025,9
PO102696,M0156,V004,16-05-2025,,316
PO102697,M0009,V007,14-02-2025,04-03-2025,334
PO102698,M0190,V023,28-06-2025,,333
PO102699,M0170,V031,27-06-2025,20-07-2025,327
PO102700,M0014,V012,30-03-2025,18-05-2025,15
PO102701,M0177,V004,24-03-2026,29-04-2026,327
PO102702,M0172,V008,17-01-2025,03-02-2025,102
PO102703,M0062,V033,03-01-2025,15-01-2025,226
PO102704,M0065,V042,26-06-2025,09-07-2025,425
PO102705,M0142,V022,17-07-2025,14-09-2025,278
PO102706,M0099,V038,16-01-2025,25-01-2025,408
PO102707,M0080,V028,07-02-2025,12-03-2025,113
PO102708,M0164,V010,03-01-2025,19-01-2025,485
PO102709,M0180,V041,11-02-2025,02-04-2025,428
PO102710,M0093,V047,28-06-2025,31-07-2025,1
PO102711,M0176,V026,29-03-2025,08-04-2025,266
PO102712,M0032,V016,21-02-2025,18-04-2025,491
PO102713,M0137,V003,25-02-2025,14-04-2025,208
PO102714,M0061,V008,01-01-2025,01-03-2025,110
PO102715,M0114,V016,12-02-2025,09-03-2025,200
PO102716,M0100,V026,05-05-2025,,440
PO102717,M0003,V032,15-03-2026,11-04-2026,369
PO102718,M0101,V020,14-08-2025,03-10-2025,473
PO102719,M0066,V045,03-01-2025,12-01-2025,306
PO102720,M0078,V039,02-10-2025,11-11-2025,12
PO102721,M0024,V012,03-07-2025,11-08-2025,345
PO102722,M0194,V042,01-07-2025,24-07-2025,465
PO102723,M0061,V048,15-03-2025,08-04-2025,188
PO102724,M0077,V025,02-03-2025,30-04-2025,154
PO102725,M0054,V050,13-02-2025,28-02-2025,494
PO102726,M0042,V045,09-01-2025,28-02-2025,368
PO102727,M0113,BAD,01-02-2025,23-03-2025,334
PO102728,M0162,V043,03-02-2025,24-03-2025,425
PO102729,M0082,V043,21-03-2025,05-05-2025,420
PO102730,M0197,V006,15-06-2025,01-07-2025,377
PO102731,M0165,V050,19-03-2025,13-05-2025,279
PO102732,M0105,V030,08-01-2025,05-02-2025,171
PO102733,M0009,,15-01-2026,21-02-2026,134
PO102734,M0071,V042,10-12-2025,29-12-2025,495
PO102735,M0021,V025,04-07-2025,16-07-2025,453
PO102736,M0200,V018,24-07-2026,10-08-2026,427
PO102737,M0126,V041,05-04-2025,30-05-2025,25
PO102738,M0121,V042,30-01-2026,12-02-2026,18
PO102739,M0189,V029,10-01-2025,30-01-2025,190
PO102740,M0106,V024,24-02-2025,20-04-2025,141
PO102741,M0086,V001,31-01-2025,08-03-2025,43
PO102742,M0184,V008,27-01-2025,02-02-2025,334
PO102743,M0109,V008,19-01-2025,16-02-2025,284
PO102744,M0026,V006,27-04-2025,,146
PO102745,M0042,V008,02-07-2025,12-08-2025,315
PO102746,M0179,V032,14-04-2025,12-05-2025,444
PO102747,M0067,V042,20-01-2025,23-02-2025,319
PO102748,M0130,V043,19-07-2025,13-09-2025,441
PO102749,M0017,V033,02-05-2025,11-06-2025,92
PO102750,M0091,V015,28-02-2025,13-03-2025,179
PO102751,M0108,V002,15-05-2025,28-06-2025,56
PO102752,M0155,V038,06-02-2025,16-02-2025,155
PO102753,M0187,V037,20-02-2025,01-03-2025,160
PO102754,M0141,V037,27-10-2025,20-11-2025,111
PO102755,M0189,V031,11-02-2025,13-03-2025,137
PO102756,M0084,V018,18-03-2025,07-05-2025,232
PO102757,M0117,V045,23-09-2025,13-11-2025,480
PO102758,M0178,V048,28-05-2025,02-07-2025,468
PO102759,M0008,V007,08-01-2025,15-02-2025,220
PO102760,M0196,BAD,20-01-2025,20-02-2025,481
PO102761,M0014,V038,01-01-2025,24-02-2025,68
PO102762,M0165,V012,30-04-2025,31-05-2025,302
PO102763,M0165,V025,13-03-2025,09-05-2025,249
PO102764,M0048,V031,18-01-2025,28-02-2025,482
PO102765,M0162,V042,16-01-2026,25-01-2026,496
PO102766,M0114,V045,01-04-2025,14-04-2025,323
PO102767,M0165,V028,03-02-2025,28-02-2025,410
PO102768,M0035,V020,25-03-2025,10-05-2025,392
PO102769,M0001,V037,17-05-2025,26-05-2025,6
PO102770,M0103,V009,10-01-2025,12-02-2025,464
PO102771,M0052,V007,08-02-2025,14-03-2025,280
PO102772,M0161,V021,17-07-2025,03-09-2025,432
PO102773,M0079,V005,15-03-2025,,487
PO102774,M0081,V046,05-04-2025,02-05-2025,94
PO102775,M0148,BAD,10-03-2025,23-03-2025,429
PO102776,M0022,V035,06-01-2025,05-03-2025,269
PO102777,M0029,V012,22-01-2025,17-03-2025,197
PO102778,M0041,V026,12-03-2025,21-04-2025,25
PO102779,M0064,,29-01-2025,15-03-2025,148
PO102780,M0133,V045,07-01-2025,18-02-2025,118
PO102781,M0183,V002,11-08-2025,27-08-2025,338
PO102782,M0197,V026,22-04-2026,15-06-2026,367
PO102783,M0167,V036,09-07-2025,22-07-2025,338
PO102784,M0196,,19-08-2025,20-09-2025,66
PO102785,M0034,V035,03-02-2025,12-03-2025,458
PO102786,M0153,BAD,24-01-2026,25-03-2026,301
PO102787,M0176,NULL,27-01-2025,04-02-2025,370
PO102788,M0106,V034,29-12-2025,25-02-2026,175
PO102789,M0082,V032,24-09-2026,06-10-2026,319
PO102790,M0116,V005,30-05-2025,07-07-2025,76
PO102791,M0123,V034,22-04-2026,06-05-2026,495
PO102792,M0189,V038,12-04-2025,06-05-2025,461
PO102793,M0035,V035,06-02-2025,21-02-2025,114
PO102794,M0067,V046,10-03-2025,25-03-2025,111
PO102795,M0045,,19-04-2025,14-05-2025,249
PO102796,M0176,BAD,10-01-2025,01-03-2025,439
PO102797,M0152,V042,27-04-2025,16-05-2025,203
PO102798,M0084,V008,22-04-2026,19-05-2026,147
PO102799,M0073,V049,26-01-2025,05-03-2025,35
PO102800,M0051,V049,08-07-2025,31-07-2025,487
PO102801,M0022,V014,14-10-2025,12-12-2025,309
PO102802,M0107,V043,12-12-2025,22-12-2025,26
PO102803,M0095,V008,22-01-2026,12-02-2026,238
PO102804,M0047,V012,30-03-2025,16-04-2025,14
PO102805,M0101,V039,31-03-2026,15-05-2026,374
PO102806,M0097,V045,19-06-2025,29-07-2025,45
PO102807,M0147,V012,22-01-2025,13-02-2025,428
PO102808,M0058,V001,19-03-2025,01-04-2025,216
PO102809,M0006,V036,02-06-2025,17-07-2025,233
PO102810,M0006,V029,04-02-2025,28-02-2025,193
PO102811,M0143,NULL,03-05-2025,16-06-2025,51
PO102812,M0166,V021,12-05-2025,20-06-2025,427
PO102813,M0157,V008,22-01-2025,01-02-2025,375
PO102814,M0161,V003,10-04-2025,17-05-2025,214
PO102815,M0059,V009,27-06-2025,12-08-2025,151
PO102816,M0023,V037,24-03-2025,08-04-2025,440
PO102817,M0119,V014,02-01-2025,13-02-2025,275
PO102818,M0051,V042,02-01-2025,13-02-2025,338
PO102819,M0068,V011,22-02-2025,08-03-2025,76
PO102820,M0180,V006,09-11-2025,24-11-2025,439
PO102821,M0044,V036,01-02-2025,20-03-2025,220
PO102822,M0013,V017,01-05-2025,14-06-2025,348
PO102823,M0103,V049,31-01-2025,23-03-2025,444
PO102824,M0159,V003,16-02-2025,31-03-2025,187
PO102825,M0110,V006,15-08-2025,10-09-2025,289
PO102826,M0154,V008,06-06-2025,03-08-2025,403
PO102827,M0067,V033,13-01-2025,23-02-2025,28
PO102828,M0039,V020,09-03-2025,16-03-2025,379
PO102829,M0023,V024,04-01-2025,02-03-2025,180
PO102830,M0095,V035,20-03-2025,,253
PO102831,M0044,V011,11-05-2025,17-05-2025,126
PO102832,M0146,V028,16-01-2025,26-01-2025,177
PO102833,M0031,V043,10-02-2025,17-02-2025,37
PO102834,M0004,V001,02-03-2025,17-04-2025,410
PO102835,M0184,V016,30-10-2025,23-12-2025,99
PO102836,M0135,V020,23-08-2026,03-10-2026,98
PO102837,M0112,V003,06-01-2025,27-01-2025,127
PO102838,M0198,V034,21-06-2025,06-08-2025,483
PO102839,M0117,BAD,25-02-2025,15-03-2025,168
PO102840,M0173,V019,01-03-2025,24-04-2025,80
PO102841,M0127,V043,18-06-2025,29-07-2025,294
PO102842,M0031,V035,28-10-2025,28-11-2025,333
PO102843,M0058,V029,28-12-2025,10-02-2026,126
PO102844,M0183,V009,14-04-2025,29-05-2025,343
PO102845,M0053,V037,23-02-2025,01-03-2025,310
PO102846,M0049,V032,05-07-2025,10-08-2025,150
PO102847,M0069,V045,04-02-2025,21-03-2025,16
PO102848,M0074,V021,10-04-2025,19-05-2025,28
PO102849,M0192,V034,23-02-2025,18-03-2025,496
PO102850,M0127,V023,09-05-2025,24-06-2025,419
PO102851,M0098,V039,02-02-2025,26-02-2025,444
PO102852,M0034,V035,26-01-2025,02-03-2025,173
PO102853,M0111,V033,28-10-2025,17-11-2025,46
PO102854,M0053,V014,13-01-2025,10-03-2025,328
PO102855,M0154,V045,26-03-2025,21-05-2025,236
PO102856,M0056,V007,30-01-2025,19-03-2025,439
PO102857,M0073,V043,05-01-2025,04-02-2025,214
PO102858,M0187,,05-01-2025,29-01-2025,85
PO102859,M0174,V003,24-01-2025,27-02-2025,282
PO102860,M0049,V016,30-08-2025,08-09-2025,232
PO102861,M0108,V003,09-02-2025,30-03-2025,85
PO102862,M0047,V013,27-12-2025,04-01-2026,409
PO102863,M0105,V010,15-04-2025,30-04-2025,489
PO102864,M0038,V020,10-03-2025,12-04-2025,65
PO102865,M0008,V014,15-04-2025,16-05-2025,134
PO102866,M0075,V009,29-03-2025,03-05-2025,151
PO102867,M0068,V039,20-06-2025,24-07-2025,115
PO102868,M0061,V036,09-02-2025,27-02-2025,64
PO102869,M0159,V014,22-02-2025,20-03-2025,343
PO102870,M0116,V038,27-09-2025,09-11-2025,427
PO102871,M0064,V023,18-12-2025,01-01-2026,363
PO102872,M0095,V018,25-09-2025,20-10-2025,407
PO102873,M0150,V009,07-03-2025,06-05-2025,352
PO102874,M0176,V047,01-07-2025,20-08-2025,158
PO102875,M0166,V040,19-03-2025,13-04-2025,77
PO102876,M0118,V028,24-03-2025,14-05-2025,491
PO102877,M0022,V005,28-01-2025,29-03-2025,146
PO102878,M0003,V036,18-04-2025,15-05-2025,343
PO102879,M0121,V017,25-01-2025,24-02-2025,463
PO102880,M0035,V017,18-02-2025,03-03-2025,225
PO102881,M0083,V025,20-08-2025,12-10-2025,405
PO102882,M0178,V042,28-01-2025,25-02-2025,313
PO102883,M0102,V011,09-01-2025,15-02-2025,103
PO102884,M0176,V026,09-01-2025,18-02-2025,407
PO102885,M0055,V030,06-12-2025,17-12-2025,347
PO102886,M0183,V006,26-03-2025,20-04-2025,301
PO102887,M0099,V017,05-03-2025,25-03-2025,428
PO102888,M0182,V044,19-07-2025,22-08-2025,466
PO102889,M0109,V028,05-08-2025,,88
PO102890,M0189,V045,18-02-2025,12-03-2025,371
PO102891,M0153,V010,22-05-2025,24-06-2025,303
PO102892,M0066,V035,26-06-2025,,168
PO102893,M0019,V014,08-05-2025,22-05-2025,435
PO102894,M0025,V005,20-01-2025,31-01-2025,170
PO102895,M0143,V041,08-09-2025,,135
PO102896,M0016,V047,03-04-2025,26-04-2025,50
PO102897,M0014,V018,09-02-2025,10-03-2025,432
PO102898,M0086,V041,08-03-2025,07-05-2025,340
PO102899,M0061,V045,05-01-2025,18-02-2025,347
PO102900,M0121,V042,17-01-2025,17-02-2025,134
PO102901,M0091,V013,24-06-2025,14-07-2025,347
PO102902,M0156,V046,01-01-2025,02-03-2025,137
PO102903,M0172,V024,06-03-2025,21-03-2025,245
PO102904,M0154,V037,30-03-2025,26-05-2025,109
PO102905,M0182,V043,07-01-2025,01-02-2025,313
PO102906,M0192,V042,10-03-2026,20-04-2026,287
PO102907,M0012,,31-01-2025,23-03-2025,21
PO102908,M0002,V033,13-02-2025,10-03-2025,90
PO102909,M0065,V039,13-02-2025,02-03-2025,296
PO102910,M0130,V011,01-02-2025,26-03-2025,112
PO102911,M0159,V027,01-01-2025,16-01-2025,301
PO102912,M0098,,06-06-2025,12-07-2025,77
PO102913,M0078,V010,13-02-2026,22-03-2026,177
PO102914,M0102,V021,31-01-2025,06-03-2025,343
PO102915,M0172,BAD,11-05-2025,16-06-2025,148
PO102916,M0095,V028,12-06-2025,06-07-2025,101
PO102917,M0034,V025,15-08-2025,20-09-2025,246
PO102918,M0144,V002,07-03-2025,13-03-2025,117
PO102919,M0011,V039,13-02-2025,23-02-2025,92
PO102920,M0149,V016,17-02-2025,19-03-2025,401
PO102921,M0046,V005,30-05-2025,06-07-2025,28
PO102922,M0067,V018,23-07-2025,26-08-2025,425
PO102923,M0044,V008,25-01-2025,14-02-2025,450
PO102924,M0129,V035,25-02-2025,15-03-2025,25
PO102925,M0127,V008,06-10-2025,17-11-2025,58
PO102926,M0087,V044,17-07-2025,13-08-2025,498
PO102927,M0120,V036,18-05-2026,26-05-2026,297
PO102928,M0034,V027,18-06-2025,26-06-2025,134
PO102929,M0023,V005,01-03-2025,24-03-2025,331
PO102930,M0082,V022,18-04-2025,24-05-2025,249
PO102931,M0182,V041,10-05-2025,22-06-2025,38
PO102932,M0136,V006,10-01-2025,09-03-2025,390
PO102933,M0111,V024,05-04-2025,21-05-2025,429
PO102934,M0037,V022,29-05-2025,16-07-2025,75
PO102935,M0067,V050,22-01-2025,26-02-2025,142
PO102936,M0030,V018,02-07-2025,25-07-2025,322
PO102937,M0081,V010,16-04-2025,25-05-2025,168
PO102938,M0012,NULL,31-12-2025,05-01-2026,259
PO102939,M0033,V015,06-01-2025,06-03-2025,373
PO102940,M0128,V018,06-02-2025,17-02-2025,355
PO102941,M0072,V001,21-04-2025,23-05-2025,225
PO102942,M0192,V007,12-02-2025,25-02-2025,152
PO102943,M0093,V025,31-05-2025,21-06-2025,19
PO102944,M0111,V015,20-06-2025,10-08-2025,146
PO102945,M0073,V025,13-01-2025,10-02-2025,448
PO102946,M0068,V007,28-03-2025,20-05-2025,241
PO102947,M0157,BAD,27-03-2025,26-04-2025,372
PO102948,M0195,V008,25-02-2025,25-03-2025,381
PO102949,M0068,V012,21-11-2025,28-11-2025,344
PO102950,M0133,V034,30-07-2025,29-08-2025,237
PO102951,M0081,V047,24-05-2025,01-06-2025,35
PO102952,M0112,V020,31-05-2025,11-07-2025,190
PO102953,M0043,V038,16-03-2025,25-04-2025,1
PO102954,M0081,,01-11-2025,18-11-2025,484
PO102955,M0189,NULL,23-05-2025,20-06-2025,153
PO102956,M0126,V032,06-06-2025,16-07-2025,429
PO102957,M0196,V007,26-08-2025,18-09-2025,433
PO102958,M0039,V034,08-02-2025,17-02-2025,126
PO102959,M0143,V023,17-07-2025,15-08-2025,491
PO102960,M0169,V045,27-01-2025,05-03-2025,482
PO102961,M0163,V037,20-02-2025,25-03-2025,345
PO102962,M0113,V019,19-02-2025,13-04-2025,400
PO102963,M0014,V036,06-04-2026,16-05-2026,226
PO102964,M0049,V018,22-08-2025,13-09-2025,221
PO102965,M0039,V039,25-05-2025,21-07-2025,403
PO102966,M0014,V007,05-06-2025,19-07-2025,407
PO102967,M0059,V004,10-04-2025,28-05-2025,211
PO102968,M0047,V011,19-12-2025,01-02-2026,25
PO102969,M0010,V021,24-03-2025,05-04-2025,16
PO102970,M0121,V049,27-02-2025,12-03-2025,182
PO102971,M0067,V025,22-01-2025,02-02-2025,499
PO102972,M0042,V012,05-07-2025,04-08-2025,329
PO102973,M0181,V023,09-06-2025,07-07-2025,129
PO102974,M0120,NULL,28-02-2025,24-04-2025,42
PO102975,M0112,V048,04-01-2025,30-01-2025,403
PO102976,M0030,V044,08-08-2025,17-09-2025,481
PO102977,M0127,BAD,02-01-2025,30-01-2025,418
PO102978,M0011,V035,26-05-2025,18-07-2025,336
PO102979,M0114,V036,26-02-2026,12-03-2026,236
PO102980,M0092,V039,11-03-2025,28-03-2025,360
PO102981,M0182,V026,02-02-2025,17-03-2025,439
PO102982,M0144,V031,27-05-2025,03-07-2025,402
PO102983,M0125,V038,23-07-2025,22-08-2025,34
PO102984,M0118,V009,05-04-2025,12-05-2025,345
PO102985,M0127,V017,14-02-2026,21-02-2026,381
PO102986,M0029,V001,07-01-2025,14-01-2025,45
PO102987,M0185,V044,26-03-2025,02-04-2025,134
PO102988,M0038,V033,02-06-2025,15-06-2025,21
PO102989,M0032,V046,27-08-2025,16-10-2025,122
PO102990,M0090,V010,24-01-2025,19-02-2025,70
PO102991,M0024,V043,13-07-2025,07-09-2025,352
PO102992,M0053,V009,07-04-2025,12-05-2025,361
PO102993,M0073,V010,02-03-2025,09-04-2025,48
PO102994,M0047,V025,17-01-2025,20-02-2025,491
PO102995,M0044,V037,29-08-2025,12-09-2025,39
PO102996,M0192,V048,21-01-2025,05-03-2025,287
PO102997,M0131,V018,14-02-2025,23-03-2025,490
PO102998,M0070,V004,11-02-2025,24-02-2025,10
PO102999,M0145,V047,04-09-2025,29-09-2025,30
