shipment_id,po_id,actual_delivery_date,shipment_quantity,carrier
S501867,PO100057,07-03-2025,69,Rail
S501868,PO101129,13-03-2025,370,DHL
S501869,PO102859,28-02-2025,21,Rail
S501870,PO101353,22-07-2025,152,FedEx
S501871,PO100767,16-10-2025,,Sea
S501872,PO100682,03-02-2025,387,DHL
S501873,PO102008,20-02-2025,95,UPS
S501874,PO102333,07-06-2025,361,Rail
S501875,PO101790,16-02-2025,229,Local
S501876,PO101477,31-07-2025,125,DHL
S501877,PO100885,24-02-2025,258,UPS
S501878,PO100396,05-09-2025,322,Sea
S501879,PO101538,27-03-2025,369,FedEx
S501880,PO102073,29-09-2025,236,UPS
S501881,PO100312,09-02-2025,162,Rail
S501882,PO102173,09-10-2025,42,Local
S501883,PO101588,12-03-2025,276,Rail
S501884,PO101221,23-03-2025,353,UPS
S501885,PO100810,18-06-2026,68,DHL
S501886,PO102235,07-06-2025,173,Local
S501887,PO102745,11-08-2025,331,Local
S501888,PO102857,04-02-2025,125,UPS
S501889,PO102763,17-05-2025,170,Sea
S501890,PO102032,05-04-2025,47,Sea
S501891,PO101507,29-05-2025,261,Rail
S501892,PO100449,05-02-2025,217,UPS
S501893,PO102570,19-03-2025,305,Local
S501894,PO101894,04-05-2025,124,UPS
S501895,PO101377,01-05-2025,293,Local
S501896,PO102705,26-09-2025,162,Rail
S501897,PO100596,14-06-2025,201,DHL
S501898,PO102147,26-03-2025,275,DHL
S501899,PO100615,04-12-2025,206,UPS
S501900,PO100947,17-11-2025,40,Local
S501901,PO101581,06-05-2025,273,DHL
S501902,PO100555,04-05-2025,188,Local
S501903,PO100277,23-05-2025,355,Rail
S501904,PO102013,16-03-2025,93,UPS
S501905,PO100490,08-04-2025,42,Local
S501906,PO100254,19-02-2025,379,UPS
S501907,PO102428,10-03-2025,107,Local
S501908,PO100891,05-10-2025,328,Sea
S501909,PO100541,06-05-2025,65,Sea
S501910,PO101287,08-03-2025,365,Local
S501911,PO101633,09-08-2025,309,Rail
S501912,PO100824,01-05-2025,135,UPS
S501913,PO102926,20-08-2025,389,FedEx
S501914,PO101352,05-05-2025,24,Local
S501915,PO100280,27-09-2025,28,Local
S501916,PO101298,15-06-2025,62,Sea
S501917,PO100772,25-02-2025,273,DHL
S501918,PO102890,25-03-2025,229,Sea
S501919,PO102766,01-05-2025,20,UPS
S501920,PO100327,26-05-2025,3,Sea
S501921,PO102258,07-03-2025,218,FedEx
S501922,PO102774,15-05-2025,,Rail
S501923,PO100922,23-10-2025,307,FedEx
S501924,PO100551,01-10-2025,136,Rail
S501925,PO102073,08-10-2025,397,FedEx
S501926,PO102074,14-10-2025,3,Sea
S501927,PO100701,10-03-2025,193,FedEx
S501928,PO101919,18-04-2025,73,Sea
S501929,PO102729,18-05-2025,361,Sea
S501930,PO102460,11-10-2026,118,UPS
S501931,PO100166,08-03-2025,154,Sea
S501932,PO100168,19-02-2025,209,DHL
S501933,PO100228,26-11-2025,,FedEx
S501934,PO102002,27-10-2025,137,Local
S501935,PO100366,02-02-2026,318,Local
S501936,PO100527,06-04-2025,120,Local
S501937,PO100790,25-02-2025,115,DHL
S501938,PO100523,02-10-2025,13,Sea
S501939,PO101095,25-02-2025,69,FedEx
S501940,PO101668,22-03-2025,333,Rail
S501941,PO102153,19-09-2025,257,Rail
S501942,PO102779,13-03-2025,89,UPS
S501943,PO101908,26-04-2025,47,DHL
S501944,PO101305,07-11-2025,260,FedEx
S501945,PO100132,27-02-2025,228,Sea
S501946,PO102581,01-11-2025,180,Local
S501947,PO102316,27-02-2025,10,DHL
S501948,PO102720,15-11-2025,284,DHL
S501949,PO101642,14-05-2025,377,FedEx
S501950,PO102838,26-08-2025,126,Sea
S501951,PO101888,24-08-2025,134,UPS
S501952,PO101770,20-03-2025,155,Sea
S501953,PO100017,12-04-2025,248,UPS
S501954,PO101777,12-04-2025,140,UPS
S501955,PO100116,23-08-2025,318,Local
S501956,PO100797,12-05-2025,176,Local
S501957,PO102598,15-03-2025,323,FedEx
S501958,PO102976,01-10-2025,174,Sea
S501959,PO101711,28-01-2025,74,UPS
S501960,PO100752,02-07-2025,351,FedEx
S501961,PO102469,05-05-2025,143,UPS
S501962,PO101392,30-03-2025,292,DHL
S501963,PO102693,12-05-2025,398,Rail
S501964,PO102605,29-04-2025,112,Rail
S501965,PO102097,12-06-2025,206,UPS
S501966,PO100677,04-05-2025,131,FedEx
S501967,PO100105,02-03-2025,369,Local
S501968,PO100657,26-04-2025,110,Sea
S501969,PO101946,08-04-2025,370,UPS
S501970,PO101448,02-01-2026,67,UPS
S501971,PO101095,09-02-2025,382,Sea
S501972,PO100987,07-04-2025,86,Local
S501973,PO102889,16-05-2025,275,UPS
S501974,PO101808,21-02-2025,227,DHL
S501975,PO101782,20-04-2025,325,Local
S501976,PO100445,29-12-2025,10,DHL
S501977,PO101948,08-04-2025,397,Rail
S501978,PO102117,03-06-2025,384,Sea
S501979,PO101997,03-03-2025,355,Local
S501980,PO102197,11-09-2025,288,Local
S501981,PO100773,24-04-2025,112,FedEx
S501982,PO101561,19-03-2025,24,FedEx
S501983,PO101675,08-03-2025,291,Sea
S501984,PO101122,24-10-2025,339,Local
S501985,PO101301,10-02-2026,326,Rail
S501986,PO101586,01-07-2025,168,UPS
S501987,PO101686,19-12-2025,109,Sea
S501988,PO100943,09-08-2025,,Sea
S501989,PO100454,10-02-2025,355,FedEx
S501990,PO101127,16-05-2025,196,Rail
S501991,PO100945,04-01-2025,33,Sea
S501992,PO100600,23-03-2025,205,Rail
S501993,PO102700,01-06-2025,312,Sea
S501994,PO100724,13-05-2025,182,FedEx
S501995,PO102280,25-03-2025,147,UPS
S501996,PO101417,05-03-2025,268,FedEx
S501997,PO101524,30-03-2025,11,Sea
S501998,PO100250,25-03-2025,70,Rail
S501999,PO101544,26-02-2026,256,DHL
S502000,PO100078,12-04-2025,396,FedEx
S502001,PO100897,09-11-2025,219,Rail
S502002,PO102968,08-02-2026,297,FedEx
S502003,PO100780,14-06-2025,362,Sea
S502004,PO100225,27-04-2025,259,Rail
S502005,PO101074,26-07-2026,,UPS
S502006,PO101209,08-02-2027,84,Rail
S502007,PO101057,11-04-2025,156,Local
S502008,PO100802,21-05-2025,151,DHL
S502009,PO100741,07-04-2025,176,Sea
S502010,PO102178,02-07-2025,195,Rail
S502011,PO102679,29-04-2025,107,Sea
S502012,PO102885,06-01-2026,134,FedEx
S502013,PO102806,09-08-2025,276,FedEx
S502014,PO100703,26-03-2025,395,Rail
S502015,PO102544,23-02-2025,352,Local
S502016,PO101426,10-03-2025,380,Rail
S502017,PO102370,11-07-2025,155,UPS
S502018,PO100614,02-10-2025,277,Local
S502019,PO100328,01-05-2025,236,Sea
S502020,PO101395,29-09-2025,240,Rail
S502021,PO101483,08-03-2025,370,Sea
S502022,PO100132,01-03-2025,13,DHL
S502023,PO100834,16-05-2025,342,Local
S502024,PO102698,02-05-2025,35,Rail
S502025,PO100120,19-09-2025,47,DHL
S502026,PO102653,13-02-2025,214,Rail
S502027,PO101475,29-06-2025,146,UPS
S502028,PO100964,27-03-2025,159,FedEx
S502029,PO100128,09-02-2025,,Sea
S502030,PO101598,26-03-2025,110,Rail
S502031,PO102076,29-03-2025,37,Local
S502032,PO102769,15-06-2025,277,Rail
S502033,PO101547,13-05-2025,14,Rail
S502034,PO100332,24-01-2025,347,Rail
S502035,PO101153,05-06-2025,232,Rail
S502036,PO101316,23-04-2025,316,Local
S502037,PO101196,16-04-2026,124,Local
S502038,PO102991,27-09-2025,279,Rail
S502039,PO101429,19-09-2025,111,FedEx
S502040,PO100355,03-06-2025,124,Rail
S502041,PO100138,14-04-2025,30,Sea
S502042,PO101526,18-03-2025,115,Sea
S502043,PO101197,04-03-2026,90,Local
S502044,PO100028,03-06-2025,212,Sea
S502045,PO100930,09-02-2025,38,Sea
S502046,PO102543,18-06-2025,83,UPS
S502047,PO101013,22-01-2025,27,Rail
S502048,PO102702,02-02-2025,217,Rail
S502049,PO100827,04-04-2025,360,Rail
S502050,PO100350,22-04-2025,372,Rail
S502051,PO102601,19-01-2025,215,DHL
S502052,PO102024,17-04-2025,221,Rail
S502053,PO100298,08-05-2025,15,Local
S502054,PO101743,17-01-2025,259,Local
S502055,PO101865,26-04-2025,266,DHL
S502056,PO101215,06-04-2025,120,Rail
S502057,PO101695,17-02-2025,128,FedEx
S502058,PO102111,19-03-2025,211,Rail
S502059,PO100754,17-03-2025,11,Local
S502060,PO100769,25-08-2025,176,UPS
S502061,PO101238,28-03-2026,133,Sea
S502062,PO100833,15-03-2025,325,UPS
S502063,PO102213,27-03-2026,320,FedEx
S502064,PO101906,26-02-2026,14,Rail
S502065,PO101564,12-09-2025,50,DHL
S502066,PO101218,11-07-2025,72,Rail
S502067,PO100505,28-02-2025,69,FedEx
S502068,PO101357,27-03-2025,391,FedEx
S502069,PO102840,14-05-2025,383,Sea
S502070,PO102880,19-03-2025,16,FedEx
S502071,PO101460,11-03-2025,334,UPS
S502072,PO102905,15-02-2025,357,Sea
S502073,PO101416,11-02-2025,56,Rail
S502074,PO102853,13-11-2025,105,Rail
S502075,PO101172,15-06-2025,132,DHL
S502076,PO100760,31-01-2025,48,FedEx
S502077,PO100832,20-03-2025,248,FedEx
S502078,PO101428,09-07-2025,273,Local
S502079,PO100282,14-04-2025,111,Sea
S502080,PO100378,11-09-2025,326,Local
S502081,PO100197,17-11-2025,336,Sea
S502082,PO100555,19-05-2025,349,UPS
S502083,PO100355,11-05-2025,38,Sea
S502084,PO101563,20-03-2025,357,Rail
S502085,PO101040,04-05-2025,240,DHL
S502086,PO102686,21-02-2025,318,Sea
S502087,PO100378,27-09-2025,121,Sea
S502088,PO100679,30-09-2025,48,Sea
S502089,PO102553,14-02-2026,10,DHL
S502090,PO101779,02-10-2025,233,FedEx
S502091,PO100898,09-02-2025,36,DHL
S502092,PO100075,23-07-2025,4,FedEx
S502093,PO100230,06-08-2025,44,Rail
S502094,PO101739,02-04-2025,56,DHL
S502095,PO100961,29-06-2025,42,FedEx
S502096,PO102349,10-02-2025,255,Rail
S502097,PO102773,02-05-2025,228,Rail
S502098,PO102262,28-10-2025,114,FedEx
S502099,PO102116,23-04-2025,237,FedEx
S502100,PO100392,22-03-2025,397,UPS
S502101,PO101108,30-07-2025,174,Rail
S502102,PO100266,10-07-2025,255,FedEx
S502103,PO101092,18-06-2025,277,Rail
S502104,PO100610,13-02-2025,335,DHL
S502105,PO101370,10-05-2026,69,Local
S502106,PO101008,31-03-2025,326,Local
S502107,PO100961,02-07-2025,230,Sea
S502108,PO102775,08-04-2025,67,FedEx
S502109,PO100672,22-02-2025,304,FedEx
S502110,PO102470,14-03-2025,36,Rail
S502111,PO101700,06-04-2026,159,Sea
S502112,PO102162,04-04-2025,149,FedEx
S502113,PO102267,19-07-2025,27,Rail
S502114,PO100030,19-05-2025,72,FedEx
S502115,PO101366,09-06-2025,248,Rail
S502116,PO101400,18-03-2025,101,FedEx
S502117,PO101153,26-05-2025,190,UPS
S502118,PO100616,22-02-2025,96,Rail
S502119,PO100538,11-05-2025,384,UPS
S502120,PO102786,06-04-2026,,UPS
S502121,PO100870,19-04-2025,322,UPS
S502122,PO100100,22-02-2025,396,UPS
S502123,PO101412,01-04-2025,278,DHL
S502124,PO102739,28-01-2025,17,Sea
S502125,PO100940,23-04-2025,263,Local
S502126,PO100340,15-05-2025,107,DHL
S502127,PO102908,07-03-2025,68,FedEx
S502128,PO101043,06-06-2025,128,FedEx
S502129,PO100037,18-01-2025,293,Sea
S502130,PO100659,24-05-2025,294,Local
S502131,PO102033,12-04-2026,96,Local
S502132,PO101560,23-03-2025,395,Local
S502133,PO101656,02-06-2025,1,UPS
S502134,PO102975,06-02-2025,298,DHL
S502135,PO101049,23-02-2025,180,FedEx
S502136,PO100453,01-12-2025,181,DHL
S502137,PO101704,05-05-2025,235,DHL
S502138,PO101346,29-03-2025,319,DHL
S502139,PO102784,28-09-2025,337,Local
S502140,PO100818,18-02-2025,8,Sea
S502141,PO100772,17-03-2025,27,Sea
S502142,PO100012,15-09-2025,308,Local
S502143,PO102962,14-04-2025,146,FedEx
S502144,PO100920,23-09-2025,91,FedEx
S502145,PO100824,24-04-2025,342,FedEx
S502146,PO102418,18-01-2025,272,Sea
S502147,PO101314,05-05-2025,322,Sea
S502148,PO102379,21-08-2025,5,DHL
S502149,PO102308,11-02-2025,82,Local
S502150,PO102017,13-10-2025,387,UPS
S502151,PO101228,15-06-2026,219,DHL
S502152,PO100696,16-03-2025,118,Rail
S502153,PO102734,01-01-2026,81,Sea
S502154,PO100949,23-05-2025,70,DHL
S502155,PO102434,09-04-2026,115,Local
S502156,PO102868,27-02-2025,263,Rail
S502157,PO102515,05-12-2025,306,DHL
S502158,PO101438,17-03-2025,142,Local
S502159,PO100068,06-03-2025,207,Local
S502160,PO101781,25-11-2025,111,Sea
S502161,PO102247,01-10-2025,303,UPS
S502162,PO102263,20-04-2025,112,DHL
S502163,PO101969,13-02-2025,43,Local
S502164,PO100211,18-07-2025,347,FedEx
S502165,PO100507,20-08-2025,285,Local
S502166,PO102063,04-04-2025,128,UPS
S502167,PO101521,17-12-2025,185,Local
S502168,PO102931,08-07-2025,229,Sea
S502169,PO100331,29-07-2025,389,DHL
S502170,PO102764,17-03-2025,221,Sea
S502171,PO100550,09-05-2025,352,DHL
S502172,PO101624,12-02-2025,117,Rail
S502173,PO100941,10-05-2025,70,DHL
S502174,PO102303,05-04-2025,386,Rail
S502175,PO100727,30-08-2025,70,Sea
S502176,PO100879,09-03-2025,110,FedEx
S502177,PO102862,17-01-2026,,UPS
S502178,PO100648,26-08-2025,56,FedEx
S502179,PO100999,09-04-2025,89,Rail
S502180,PO101521,06-01-2026,137,Local
S502181,PO102518,11-06-2025,131,Local
S502182,PO102737,13-06-2025,218,FedEx
S502183,PO101612,10-06-2025,176,Local
S502184,PO102747,20-02-2025,171,Rail
S502185,PO102554,26-02-2025,100,Sea
S502186,PO101009,06-05-2025,129,UPS
S502187,PO101550,04-03-2026,57,DHL
S502188,PO100803,19-05-2025,181,Rail
S502189,PO102878,24-05-2025,246,Rail
S502190,PO100213,20-02-2025,144,DHL
S502191,PO100168,12-03-2025,51,DHL
S502192,PO100977,05-02-2025,368,UPS
S502193,PO101328,28-06-2025,218,UPS
S502194,PO100145,04-03-2025,104,UPS
S502195,PO101798,27-02-2025,383,Local
S502196,PO100515,10-02-2025,55,Rail
S502197,PO100452,14-04-2025,257,Sea
S502198,PO100059,06-03-2025,346,DHL
S502199,PO100527,12-04-2025,156,Rail
S502200,PO101023,30-04-2026,53,Rail
S502201,PO102521,14-02-2025,329,UPS
S502202,PO101564,29-08-2025,187,UPS
S502203,PO102804,18-04-2025,364,Rail
S502204,PO102829,15-03-2025,150,UPS
S502205,PO101102,28-10-2025,264,Local
S502206,PO100432,11-06-2025,250,DHL
S502207,PO101176,16-09-2025,,Rail
S502208,PO100400,20-03-2025,211,DHL
S502209,PO102104,11-09-2025,25,Local
S502210,PO102233,03-09-2025,294,UPS
S502211,PO102445,13-04-2025,341,FedEx
S502212,PO100604,17-02-2025,152,Local
S502213,PO102835,12-01-2026,24,FedEx
S502214,PO102205,03-12-2025,252,DHL
S502215,PO101810,13-07-2025,60,Rail
S502216,PO101463,23-05-2025,367,UPS
S502217,PO102636,27-02-2026,66,Local
S502218,PO102513,10-05-2025,398,UPS
S502219,PO102493,09-04-2025,53,FedEx
S502220,PO101773,16-02-2026,106,FedEx
S502221,PO102848,07-06-2025,96,Sea
S502222,PO101553,27-10-2025,176,Rail
S502223,PO101096,24-02-2025,39,FedEx
S502224,PO100928,30-05-2025,168,Rail
S502225,PO101951,29-03-2025,42,Sea
S502226,PO101973,24-04-2025,367,Local
S502227,PO102064,17-01-2025,104,Sea
S502228,PO101554,03-03-2025,333,Rail
S502229,PO102778,06-05-2025,204,FedEx
S502230,PO100325,09-07-2025,8,DHL
S502231,PO100994,03-04-2025,282,Rail
S502232,PO100612,11-05-2025,396,UPS
S502233,PO102593,30-04-2025,43,DHL
S502234,PO100595,13-05-2025,,Rail
S502235,PO100920,05-10-2025,210,UPS
S502236,PO100841,25-06-2025,237,Sea
S502237,PO101225,04-06-2025,356,DHL
S502238,PO100343,18-03-2025,319,Rail
S502239,PO101876,13-06-2025,49,Local
S502240,PO100858,09-05-2025,115,Sea
S502241,PO101423,19-02-2025,155,UPS
S502242,PO100444,28-07-2025,137,Local
S502243,PO101788,30-01-2025,167,FedEx
S502244,PO100221,31-05-2025,321,Sea
S502245,PO100591,12-07-2025,199,Sea
S502246,PO101030,20-01-2025,71,Rail
S502247,PO101295,26-02-2025,7,Rail
S502248,PO101017,19-05-2025,200,UPS
S502249,PO102063,28-03-2025,336,Sea
S502250,PO101447,17-09-2025,67,Rail
S502251,PO102045,21-07-2025,138,FedEx
S502252,PO100523,05-10-2025,242,Rail
S502253,PO102850,24-06-2025,213,Sea
S502254,PO102068,11-02-2025,181,DHL
S502255,PO102275,30-05-2025,254,Local
S502256,PO101808,22-02-2025,101,Sea
S502257,PO101311,22-11-2025,351,FedEx
S502258,PO102856,20-03-2025,87,Sea
S502259,PO101306,16-07-2025,185,FedEx
S502260,PO102451,04-03-2026,91,Sea
S502261,PO101089,16-03-2025,248,Local
S502262,PO101672,21-09-2025,,Local
S502263,PO100436,17-02-2025,359,FedEx
S502264,PO100828,11-08-2025,249,Sea
S502265,PO102981,17-03-2025,126,Local
S502266,PO100258,10-06-2025,369,UPS
S502267,PO102003,21-03-2025,4,Sea
S502268,PO101989,01-08-2025,88,Local
S502269,PO100102,02-03-2025,151,DHL
S502270,PO100992,28-03-2025,176,DHL
S502271,PO100768,01-04-2025,211,UPS
S502272,PO101124,01-07-2025,259,Local
S502273,PO101221,20-03-2025,91,DHL
S502274,PO102860,18-09-2025,259,Sea
S502275,PO102273,07-07-2025,191,Rail
S502276,PO102990,23-02-2025,81,Local
S502277,PO102510,08-03-2025,138,UPS
S502278,PO100236,03-04-2025,350,Local
S502279,PO101144,02-03-2025,,FedEx
S502280,PO102553,23-02-2026,369,FedEx
S502281,PO102861,19-04-2025,356,DHL
S502282,PO100766,31-07-2025,309,FedEx
S502283,PO102681,04-09-2025,343,UPS
S502284,PO100990,18-09-2025,230,DHL
S502285,PO102665,21-03-2025,345,UPS
S502286,PO101759,22-04-2025,310,Sea
S502287,PO102320,22-12-2025,20,UPS
S502288,PO102279,25-02-2025,369,FedEx
S502289,PO102815,17-08-2025,49,Sea
S502290,PO100495,30-03-2025,135,FedEx
S502291,PO101047,05-05-2025,29,UPS
S502292,PO101726,21-05-2025,48,FedEx
S502293,PO102549,20-03-2025,269,FedEx
S502294,PO102072,27-03-2025,,FedEx
S502295,PO102335,12-04-2025,258,Local
S502296,PO100337,25-06-2025,16,Sea
S502297,PO101937,02-10-2025,94,Sea
S502298,PO101817,02-07-2025,358,Sea
S502299,PO100136,25-05-2025,134,UPS
S502300,PO102555,19-01-2026,301,Rail
S502301,PO102274,15-01-2026,327,UPS
S502302,PO100319,02-03-2025,133,Sea
S502303,PO101863,03-05-2025,312,DHL
S502304,PO100915,19-04-2025,383,FedEx
S502305,PO101205,05-08-2025,32,FedEx
S502306,PO101897,23-02-2025,305,Rail
S502307,PO102133,14-05-2025,269,DHL
S502308,PO100925,28-01-2025,25,Local
S502309,PO102100,02-12-2025,316,UPS
S502310,PO102907,20-03-2025,59,Local
S502311,PO102914,01-03-2025,213,DHL
S502312,PO101258,24-01-2025,156,Rail
S502313,PO101982,09-05-2025,314,DHL
S502314,PO100432,23-06-2025,276,Rail
S502315,PO100998,13-02-2026,,Local
S502316,PO102147,17-03-2025,210,Local
S502317,PO100989,13-09-2025,57,DHL
S502318,PO100598,10-03-2025,185,DHL
S502319,PO102450,19-02-2025,54,FedEx
S502320,PO100395,30-11-2025,209,Rail
S502321,PO100414,14-06-2025,368,FedEx
S502322,PO100938,07-02-2025,342,UPS
S502323,PO101636,23-04-2025,293,UPS
S502324,PO102724,03-05-2025,340,DHL
S502325,PO102510,21-03-2025,304,Local
S502326,PO100540,06-02-2026,252,UPS
S502327,PO101649,07-08-2025,374,UPS
S502328,PO101945,25-05-2025,304,FedEx
S502329,PO100083,13-03-2025,112,FedEx
S502330,PO100270,24-08-2025,366,UPS
S502331,PO102291,08-04-2025,6,DHL
S502332,PO100387,10-02-2025,191,FedEx
S502333,PO100213,19-02-2025,334,UPS
S502334,PO102865,05-06-2025,279,Local
S502335,PO100058,18-03-2025,,FedEx
S502336,PO101625,28-07-2025,340,UPS
S502337,PO102930,26-05-2025,13,Rail
S502338,PO100842,10-04-2025,303,FedEx
S502339,PO102971,15-02-2025,44,Rail
S502340,PO101527,31-03-2025,105,FedEx
S502341,PO101729,18-06-2025,160,FedEx
S502342,PO100122,25-02-2025,154,Sea
S502343,PO101436,03-03-2025,242,Sea
S502344,PO101162,12-04-2025,181,Rail
S502345,PO102486,14-04-2025,14,DHL
S502346,PO100561,30-01-2025,180,UPS
S502347,PO102165,18-05-2026,377,DHL
S502348,PO101737,22-03-2025,292,DHL
S502349,PO100904,13-04-2025,264,Sea
S502350,PO100394,24-03-2025,168,UPS
S502351,PO101726,24-05-2025,214,Sea
S502352,PO102923,13-02-2025,150,Sea
S502353,PO101716,02-02-2025,16,Sea
S502354,PO100934,12-03-2025,91,Local
S502355,PO101101,11-04-2026,120,DHL
S502356,PO102999,10-10-2025,253,DHL
S502357,PO101435,14-02-2025,60,DHL
S502358,PO100074,23-06-2025,266,Local
S502359,PO100294,19-03-2025,31,FedEx
S502360,PO100020,31-05-2025,21,Rail
S502361,PO101038,24-02-2025,219,Rail
S502362,PO101234,13-05-2025,81,Local
S502363,PO100559,22-05-2025,289,DHL
S502364,PO101109,14-02-2025,31,Rail
S502365,PO101172,17-06-2025,234,Local
S502366,PO100371,25-01-2025,36,Sea
S502367,PO102027,14-06-2026,132,UPS
S502368,PO100817,22-04-2025,324,Rail
S502369,PO101174,06-06-2025,346,UPS
S502370,PO101164,11-03-2025,132,DHL
S502371,PO101092,31-05-2025,9,Rail
S502372,PO101283,15-02-2025,30,Local
S502373,PO102011,21-02-2025,115,FedEx
S502374,PO100845,10-04-2025,301,Rail
S502375,PO101991,13-03-2025,4,Rail
S502376,PO100520,26-04-2025,325,Rail
S502377,PO100370,13-02-2025,237,Rail
S502378,PO101442,27-06-2025,23,Local
S502379,PO100100,16-02-2025,16,Local
S502380,PO100660,23-03-2025,22,FedEx
S502381,PO101681,15-05-2026,72,Local
S502382,PO100242,30-12-2025,304,Local
S502383,PO102800,10-08-2025,230,DHL
S502384,PO100511,03-05-2025,107,DHL
S502385,PO102896,25-04-2025,208,UPS
S502386,PO102602,25-08-2025,389,FedEx
S502387,PO102273,26-06-2025,208,DHL
S502388,PO101541,24-02-2025,263,FedEx
S502389,PO102261,30-05-2025,51,FedEx
S502390,PO102765,30-01-2026,65,Rail
S502391,PO102114,11-06-2025,265,Sea
S502392,PO100395,07-12-2025,338,Sea
S502393,PO100611,08-08-2025,301,Sea
S502394,PO101260,20-04-2025,378,FedEx
S502395,PO101857,10-04-2025,175,Rail
S502396,PO100769,21-08-2025,152,UPS
S502397,PO101422,28-02-2025,266,UPS
S502398,PO100406,13-05-2025,329,Sea
S502399,PO102972,02-08-2025,304,UPS
S502400,PO101872,07-05-2025,163,Rail
S502401,PO101503,20-03-2025,343,Sea
S502402,PO102694,19-02-2026,367,Rail
S502403,PO102269,29-04-2025,238,UPS
S502404,PO101179,29-04-2025,199,Sea
S502405,PO100653,20-07-2025,16,Rail
S502406,PO102475,04-10-2025,309,Local
S502407,PO101181,16-04-2025,296,Local
S502408,PO100976,21-05-2025,356,Rail
S502409,PO101439,21-06-2025,276,Rail
S502410,PO102418,01-02-2025,239,DHL
S502411,PO101367,25-11-2025,69,DHL
S502412,PO102897,18-03-2025,301,FedEx
S502413,PO102903,07-04-2025,6,Sea
S502414,PO100228,15-11-2025,220,FedEx
S502415,PO102327,12-02-2025,254,FedEx
S502416,PO101893,03-03-2025,295,UPS
S502417,PO101313,31-07-2025,358,Local
S502418,PO101070,11-03-2025,386,UPS
S502419,PO100974,09-02-2025,107,Sea
S502420,PO101738,23-03-2025,295,Rail
S502421,PO100757,07-05-2025,118,DHL
S502422,PO100320,08-06-2025,168,Sea
S502423,PO102321,26-06-2025,251,Rail
S502424,PO100555,21-05-2025,82,Sea
S502425,PO100843,01-04-2026,54,Rail
S502426,PO101336,18-03-2025,240,DHL
S502427,PO101386,02-08-2025,366,Rail
S502428,PO100667,12-03-2025,12,FedEx
S502429,PO102427,04-02-2026,209,Sea
S502430,PO102758,01-07-2025,165,DHL
S502431,PO101942,09-08-2025,366,Rail
S502432,PO102004,26-03-2025,294,FedEx
S502433,PO101930,23-05-2025,399,FedEx
